699,173,56
540,118,47
177,1118,52
638,820,144
135,891,36
845,960,45
614,680,18
662,674,24
1401,1074,11
791,427,28
1254,1633,33
582,1546,8
757,763,16
937,1362,22
1194,1584,21
1435,881,9
241,975,25
56,207,25
191,1633,23
63,1278,23
850,1483,23
1142,1044,19
1123,170,22
1026,1127,8
1287,1021,21
443,1424,20
1051,970,18
501,59,21
1480,1358,14
1137,211,20
528,1385,15
456,500,19
683,850,16
1158,599,13
1548,1532,16
344,115,18
777,1160,13
933,1587,18
1318,1564,18
108,408,13
845,768,11
78,887,18
741,118,20
935,1094,14
211,330,10
287,887,17
1011,1014,15
87,678,16
876,765,13
518,696,14
784,365,16
206,788,16
1457,772,16
1442,24,16
1472,1069,16
585,1452,14
259,1188,14
829,1352,14
1673,1475,16
1105,666,18
724,1463,11
689,1533,12
1279,1244,15
1083,1172,15
753,550,15
798,1123,11
610,747,12
1617,1414,15
812,1378,13
506,934,13
1112,979,15
1334,832,13
1228,85,10
1264,554,15
234,1452,15
861,1052,13
1184,728,15
276,423,13
237,787,15
399,1078,14
1004,1276,10
183,1441,14
185,770,11
1476,727,14
524,1462,18
1643,1073,13
1150,284,14
656,803,11
907,1641,14
761,1087,13
830,1312,8
1399,1033,10
944,371,13
83,1068,8
1425,1660,13
126,675,13
1679,336,11
133,108,8
1380,867,11
501,1157,13
918,91,11
1164,1386,11
1027,1633,13
1505,1001,11
1118,874,13
255,544,11
341,340,10
356,1481,13
1181,1402,11
729,1501,13
559,770,13
1677,1212,10
1225,1010,10
964,991,11
1021,421,14
355,35,11
1138,672,12
194,329,12
790,686,10
626,759,11
899,1485,10
1010,473,12
1151,1205,12
1490,113,12
1193,1686,12
653,632,12
681,1604,10
1446,849,10
276,1520,12
263,1420,12
774,1216,10
1198,1332,12
623,1053,12
194,215,12
1385,566,12
848,1120,10
181,588,9
851,1677,12
1379,1307,8
1515,1069,12
447,1138,12
176,548,8
289,505,12
1418,1088,12
761,1586,10
294,1487,9
237,1047,11
1069,1445,10
1328,675,10
107,246,11
1280,1112,10
1089,1359,8
1103,1369,10
222,119,11
1090,1503,9
45,1399,8
1088,1454,9
1399,821,8
514,1239,8
643,320,9
249,348,10
1688,984,8
970,1573,11
1162,1664,11
804,1292,11
1062,667,10
77,1584,10
1399,1471,11
320,536,11
835,1035,11
1009,377,11
1583,58,11
721,1191,11
1458,1141,11
743,1195,8
769,714,11
1132,1297,11
111,984,11
1458,1615,11
1054,1635,11
105,461,11
298,1466,11
1147,31,11
1201,65,8
1474,501,11
984,1269,9
1529,1672,11
1202,1135,8
1080,596,11
1595,485,11
1181,442,11
1202,428,9
957,1457,8
1200,1263,10
1328,908,10
1344,540,10
970,1069,10
754,1263,8
1403,965,8
135,1227,10
1051,211,9
1392,650,10
103,656,10
694,547,10
347,660,10
933,1317,10
1060,1005,10
473,674,10
852,1411,10
1299,1297,8
85,111,10
1354,932,10
1379,939,8
131,851,10
634,847,8
146,1685,8
918,373,9
47,1114,10
800,195,10
659,244,10
232,1009,10
853,1201,10
1429,1570,10
680,1031,10
1365,1406,8
1056,1511,8
1208,1309,10
442,1309,8
816,1679,10
650,1076,10
205,394,10
1668,565,10
1081,1295,10
693,1322,8
124,1142,9
82,92,9
807,1496,9
1014,1514,8
36,1531,8
1552,962,9
333,1021,9
627,1127,9
528,1403,8
1436,1515,9
615,341,10
475,1472,9
392,1620,9
229,986,9
960,134,9
970,1035,9
129,577,9
1264,1181,9
1032,1253,9
216,475,9
1679,1178,9
603,605,9
966,501,9
983,537,9
916,1238,9
100,1138,10
256,1489,9
153,832,9
67,828,9
888,1445,9
1075,1515,9
728,1255,9
805,1179,9
491,404,8
1326,1081,9
710,1370,9
1352,1069,9
1150,1602,9
1101,824,9
1442,619,9
1192,205,9
254,1064,9
612,619,8
1084,358,9
314,1647,8
541,577,8
48,1460,8
1453,1566,8
1315,1154,8
1209,473,8
1133,1530,8
1051,1064,8
1276,732,8
219,237,8
1491,1494,8
36,1034,8
1141,1325,8
170,147,8
658,497,8
312,1223,8
1083,1475,8
315,480,8
1221,443,8
1044,1190,8
463,1289,8
1091,781,8
1478,1462,8
1511,470,8
766,919,8
1116,628,8
630,601,8
646,430,8
339,1461,8
171,243,8
1068,1414,8
987,1408,8
378,1178,8
890,1205,8
115,428,10
175,486,8
1082,205,8
1161,248,8
873,196,8
138,1162,9
1152,1019,8
1378,986,10
929,824,16
133,1375,48
189,1293,56
374,234,8
368,399,9
65,795,24
26,882,16
18,918,36
36,1184,9
48,1146,13
219,1151,28
564,656,39
556,615,9
610,219,10
1244,474,17
1258,307,10
1280,213,12
1423,1061,9
1287,987,26
1637,1350,9
1645,1339,13
1558,1075,9
1570,1066,8
1613,872,44
1582,916,37
233,1591,13
1058,1676,28
818,1509,10
1013,1648,19
595,1681,14
413,1673,13
651,1545,14
365,1665,13
990,1621,14
1104,1571,16
858,1614,14
604,1551,14
984,1677,14
970,1537,10
1544,1613,10
1402,1613,13
1085,1669,9
1111,1662,12
703,1594,12
797,1571,10
681,1700,11
67,1594,10
1526,1518,11
774,1697,8
1470,1591,10
743,1591,10
741,1546,10
1350,1552,8
233,1544,8
931,1623,8
1480,1547,9
1125,1599,9
1006,1598,9
1326,1587,9
1403,1537,9
320,1565,11
855,1549,9
134,1547,9
1385,1600,9
1484,1655,8
1358,1615,8
1114,1525,8
591,1582,8
1222,1537,8
1375,1544,8
1175,1562,8
683,1513,8
745,1560,9
1662,1550,10
1673,1695,10
1695,718,13
1623,1457,14
1620,581,10
1624,1269,13
1536,1393,11
1647,185,10
1536,569,10
1620,653,12
1574,1282,11
1695,1190,10
1685,1058,10
1515,944,8
1642,149,13
1579,1029,13
1603,728,9
1550,1169,10
1696,1372,10
1662,1242,10
1690,552,8
1682,539,8
1664,1328,8
1647,549,8
1521,1385,8
1521,1615,8
1557,1123,14
1696,1594,11
1657,271,19
1640,833,46
1612,1640,11
1521,156,8
1640,91,11
1669,192,13
1599,329,8
1562,713,12
1589,717,8
1617,693,10
1559,1651,11
1665,1655,13
1589,1624,11
651,20,16
671,35,13
758,461,8
812,624,8
326,266,11
1539,623,8
723,1104,10
625,1496,10
1571,1472,11
